education,balance,day,month,pdays,previous,y,unemployed,unknown_employment,single,Default,Housing,Loan,Called,days_since_contacted,months_last_contacted,box_cox_duration,Contact_campaign,Previous_outcome_1,Previous_outcome_2,Age
3,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.709384058,1,0,1,1
3,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,3.248940172,1,0,1,1
3,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.756001343,1,0,1,1
1,0,8,7,0,0,0,1,0,0,0,0,0,0,23,5,2.622311847,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,3.141552236,1,0,1,1
3,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.858950746,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.776494317,1,0,1,1
3,0,8,7,0,0,1,0,0,1,0,0,1,0,23,5,3.47811195,1,0,1,1
2,1,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.36430572,1,0,1,0
3,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.759459323,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.809361392,1,0,1,1
1,0,8,7,0,0,0,0,0,1,0,1,1,0,23,5,2.818928111,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.843823174,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,1,0,0,23,5,3.306126138,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,1,1,0,23,5,2.698156943,1,0,1,1
3,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.888279458,1,0,1,1
2,0,8,7,0,0,1,0,0,0,0,1,1,0,23,5,3.74840358,1,0,1,1
3,0,8,7,0,0,1,0,0,0,1,0,0,0,23,5,3.511625964,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.169786385,1,0,1,1
3,0,8,7,0,0,0,0,0,1,0,1,1,0,23,5,3.354886145,1,0,1,1
3,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.26032247,1,0,1,1
2,0,8,7,0,0,0,0,0,0,1,1,0,0,23,5,2.908122302,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.107989906,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.431553251,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,1.987340755,1,0,1,0
3,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.302771361,1,0,1,1
3,0,8,7,0,0,0,0,0,0,1,0,0,0,23,5,2.414141771,1,0,1,1
3,0,8,7,0,0,0,1,0,1,0,1,1,0,23,5,3.497037889,1,0,1,0
3,0,8,7,0,0,0,1,0,0,0,0,1,0,23,5,2.894004537,1,0,1,0
3,0,8,7,0,0,0,1,0,0,0,0,0,0,23,5,2.671208461,1,0,1,0
2,1,8,7,0,0,0,0,0,0,0,1,0,0,23,5,2.701920077,1,0,1,0
2,0,8,7,0,0,0,0,0,1,1,0,0,0,23,5,2.731295679,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,1,1,0,23,5,2.600814587,1,0,1,1
2,0,8,7,0,0,1,0,0,1,1,0,1,0,23,5,3.740263647,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.671208461,1,0,1,1
3,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,3.741285019,1,0,1,1
3,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.431553251,1,0,1,0
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.498374167,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,3.275429605,1,0,1,0
2,0,8,7,0,0,0,1,0,0,0,0,0,0,23,5,3.099368441,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.137434853,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.541330642,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.521854548,1,0,1,0
2,0,8,7,0,0,0,0,0,0,1,0,1,0,23,5,2.111785765,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.992555739,1,0,1,1
2,1,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.718552523,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,3.103691148,1,0,1,1
3,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.927437906,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.506842442,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.987551438,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.671208461,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,1,1,0,23,5,2.954176939,1,0,1,1
3,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,3.257865967,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.849912786,1,0,1,0
2,0,8,7,0,0,1,0,0,1,0,0,0,0,23,5,3.50767142,1,0,1,1
3,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.932864149,1,0,1,1
3,0,8,7,0,0,0,1,0,0,0,0,1,0,23,5,3.031433133,1,0,1,0
2,0,8,7,0,0,1,0,0,1,0,0,1,0,23,5,3.634275544,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.622311847,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,3.040847703,1,0,1,1
2,0,8,7,0,0,1,0,0,0,0,0,1,0,23,5,3.408407924,1,0,1,1
1,1,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.574042354,1,0,1,0
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.779851635,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,4.017041671,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.992555739,1,0,1,1
1,0,8,7,0,0,0,1,0,1,0,0,1,0,23,5,2.587566964,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.052454329,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.812564777,1,0,1,0
3,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.647211681,1,0,1,1
1,0,8,7,0,0,0,0,0,1,0,1,1,0,23,5,2.647211681,1,0,1,0
2,0,8,7,0,0,0,1,0,0,0,0,1,0,23,5,2.491461879,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.068412765,1,0,1,1
2,1,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.345587669,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,3.359609138,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.541330642,1,0,1,0
1,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.840758702,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.846874493,1,0,1,0
3,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.024294671,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.57858214,1,0,1,0
3,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.888279458,1,0,1,1
3,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.562725633,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.891147666,1,0,1,0
3,0,8,7,0,0,0,0,0,1,1,0,1,0,23,5,2.150560013,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,3.31610959,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.858950746,1,0,1,1
1,0,8,7,0,0,0,1,0,0,0,0,0,0,23,5,3.110130396,1,0,1,0
2,0,8,7,0,0,0,0,0,1,1,0,0,0,23,5,3.248940172,1,0,1,1
2,1,8,7,0,0,0,1,0,1,0,0,0,0,23,5,2.470344749,1,0,1,0
3,1,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.101532807,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.940928975,1,0,1,1
2,0,8,7,0,0,1,0,0,1,0,0,1,0,23,5,3.562725633,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.014670627,1,0,1,0
2,1,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.414141771,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,3.243537249,1,0,1,1
3,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.382834454,1,0,1,0
3,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.776494317,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.855950791,1,0,1,0
1,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.843823174,1,0,1,1
3,1,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.179630632,1,0,1,0
2,0,8,7,0,0,1,0,0,0,0,1,1,0,23,5,4.46115497,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.705662363,1,0,1,1
2,0,8,7,0,0,0,0,0,0,1,0,0,0,23,5,3.057047961,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.849912786,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.882508624,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.69056707,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.783192813,1,0,1,0
3,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.525975582,1,0,1,1
2,1,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.716766686,1,0,1,1
2,0,8,7,0,0,1,0,0,1,0,0,1,0,23,5,3.686628893,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.450339037,1,0,1,0
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.441830083,1,0,1,1
1,1,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.776494317,1,0,1,0
2,1,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.65530728,1,0,1,0
3,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.745521947,1,0,1,0
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.802910436,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,3.149722833,1,0,1,0
1,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.924709627,1,0,1,0
3,0,8,7,0,0,1,0,0,1,0,0,1,0,23,5,4.044319451,1,0,1,1
1,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.902508125,1,0,1,0
3,1,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.698156943,1,0,1,1
3,0,8,7,0,0,1,0,0,1,0,0,1,0,23,5,3.73821755,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.600814587,1,0,1,0
1,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,2.626527804,1,0,1,0
3,0,8,7,0,0,0,0,0,0,1,0,1,0,23,5,3.038504982,1,0,1,1
2,0,8,7,0,0,0,1,0,0,0,0,1,0,23,5,2.738445765,1,0,1,0
3,1,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.338942837,1,0,1,1
2,0,8,7,0,0,0,1,0,0,0,0,1,0,23,5,2.916463134,1,0,1,0
3,0,8,7,0,0,0,0,0,1,1,0,1,0,23,5,2.769730547,1,0,1,1
2,0,8,7,0,0,0,1,0,0,0,0,1,0,23,5,2.618068602,1,0,1,0
2,0,8,7,0,0,1,0,0,0,0,0,1,0,23,5,3.723767905,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.437247818,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.587566964,1,0,1,1
2,1,8,7,0,0,0,0,0,0,0,1,1,0,23,5,3.017088168,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,3.204670186,1,0,1,1
2,0,8,7,0,0,0,1,0,0,0,0,1,0,23,5,2.809361392,1,0,1,0
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.919222328,1,0,1,0
2,1,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.383955503,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,3.335723237,1,0,1,0
1,1,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.496630932,1,0,1,0
1,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,2.667268608,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.503698962,1,0,1,1
2,0,8,7,0,0,0,1,0,0,0,0,0,0,23,5,3.247143191,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,1,1,0,23,5,3.114393785,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.940928975,1,0,1,0
2,0,8,7,0,0,1,0,0,1,1,0,1,0,23,5,3.810159085,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.932864149,1,0,1,0
1,1,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.849912786,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,1,0,0,23,5,3.599211665,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,1,0,0,23,5,2.756001343,1,0,1,0
2,1,8,7,0,0,0,0,0,0,0,1,0,0,23,5,3.46294719,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.940928975,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.097198013,1,0,1,1
3,0,8,7,0,0,0,0,0,1,0,1,0,0,23,5,2.969767129,1,0,1,1
2,0,8,7,0,0,0,1,0,1,0,1,0,0,23,5,3.139496244,1,0,1,1
2,0,8,7,0,0,0,1,0,1,0,0,1,0,23,5,2.491461879,1,0,1,0
1,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.943597699,1,0,1,1
3,0,8,7,0,0,0,0,0,1,0,1,0,0,23,5,3.399469669,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.927437906,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,1,1,0,23,5,3.772408126,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.769730547,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.609498635,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.840758702,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,3.122851191,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,3.054754599,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,1,1,0,23,5,3.13536803,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,3.054754599,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.569470314,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.275443032,1,0,1,1
2,1,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.141552236,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,4.002341008,1,0,1,0
2,0,8,7,0,0,1,0,0,0,0,1,1,0,23,5,3.836367514,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.479477522,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.204670186,1,0,1,1
3,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.546107613,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.679019145,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,1,1,0,23,5,2.252607878,1,0,1,0
2,0,8,7,0,0,0,1,0,0,0,0,1,0,23,5,3.139496244,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,3.153776544,1,0,1,1
2,0,8,7,0,0,0,0,0,1,1,0,1,0,23,5,3.092838815,1,0,1,1
3,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.228807384,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.245342223,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,3.183534426,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.930156052,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.377730992,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.891147666,1,0,1,1
1,0,8,7,0,0,0,1,0,0,0,0,1,0,23,5,2.550849001,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.867875844,1,0,1,0
3,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.776494317,1,0,1,1
3,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.69056707,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.414141771,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.425804834,1,0,1,1
2,1,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.454019455,1,0,1,0
3,0,8,7,0,0,0,1,0,1,0,0,1,0,23,5,2.671208461,1,0,1,0
2,1,8,7,0,0,0,0,0,0,0,1,0,0,23,5,2.894004537,1,0,1,0
3,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.220643035,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.631979727,1,0,1,1
1,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.861938162,1,0,1,0
2,0,8,7,0,0,0,0,0,1,1,1,1,0,23,5,2.701920077,1,0,1,1
3,1,8,7,0,0,0,0,0,0,0,1,0,0,23,5,3.019497986,1,0,1,0
3,0,8,7,0,0,0,0,0,1,0,1,1,0,23,5,3.167802787,1,0,1,1
2,0,8,7,0,0,1,0,0,0,0,0,0,0,23,5,3.63542128,1,0,1,1
2,0,8,7,0,0,0,0,0,0,1,0,0,0,23,5,3.575053698,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.749032856,1,0,1,0
1,0,8,7,0,0,0,0,0,0,0,1,1,0,23,5,2.592012982,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.601592098,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.390115677,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,2.600814587,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,1,0,0,23,5,2.861938162,1,0,1,1
3,1,8,7,0,0,0,0,0,0,0,1,0,0,23,5,4.437166131,1,0,1,0
2,1,8,7,0,0,0,0,0,0,0,1,0,0,23,5,3.23627688,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,3.396469249,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.408407924,1,0,1,0
2,0,8,7,0,0,1,0,0,1,0,0,1,0,23,5,3.825223193,1,0,1,0
1,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.388921465,1,0,1,1
2,0,8,7,0,0,0,0,0,0,1,0,1,0,23,5,3.116516755,1,0,1,0
1,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.290172049,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.490325675,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.200868669,1,0,1,1
3,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.79639954,1,0,1,0
3,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.181584924,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.228807384,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.133295743,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,3.175707571,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.219698607,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,3.110130396,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.356463431,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.441830083,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.546107613,1,0,1,1
1,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,3.428906701,1,0,1,0
2,1,8,7,0,0,0,0,0,0,0,1,0,0,23,5,3.105843502,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.488977017,1,0,1,1
1,0,8,7,0,0,0,1,0,0,0,1,0,0,23,5,2.345587669,1,0,1,0
3,0,8,7,0,0,0,0,0,0,0,1,1,0,23,5,3.537544836,1,0,1,0
3,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,2.491461879,1,0,1,0
3,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,2.26032247,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.962013062,1,0,1,1
3,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.724069927,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.738445765,1,0,1,1
2,0,8,7,0,0,1,0,0,1,0,0,1,0,23,5,3.661383151,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.592012982,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,3.248940172,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,2.705662363,1,0,1,0
2,0,8,7,0,0,1,0,0,0,0,0,1,0,23,5,4.028497299,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.98251338,1,0,1,0
3,1,8,7,0,0,0,0,0,0,0,1,0,0,23,5,3.059334462,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.98503666,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.277165392,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.79639954,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.301088848,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,2.93556228,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,1,0,0,23,5,1.838416287,0,0,1,1
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.587566964,1,0,1,0
3,1,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.888279458,1,0,1,1
1,0,8,7,0,0,0,1,0,0,0,0,1,0,23,5,3.493016754,1,0,1,1
3,1,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.675125206,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.414141771,1,0,1,1
2,0,8,7,0,0,1,0,0,1,0,0,1,0,23,5,3.693102381,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,2.919222328,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.30453162,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,3.27369013,1,0,1,0
3,0,8,7,0,0,0,0,0,1,0,1,1,0,23,5,3.431795422,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,3.27889751,1,0,1,1
3,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.69056707,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.741992987,1,0,1,0
2,0,8,7,0,0,0,0,0,1,1,0,1,0,23,5,2.459509486,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,1.762340348,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.846874493,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.340555305,1,0,1,1
1,1,8,7,0,0,0,0,0,0,0,0,0,0,23,5,3.296020622,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,3.092838815,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.537544836,1,0,1,0
3,0,8,7,0,0,0,0,0,1,0,1,0,0,23,5,1.855600736,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,2.069935054,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.919222328,1,0,1,0
1,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,3.014670627,1,0,1,1
3,0,8,7,0,0,0,0,0,1,0,0,1,0,23,5,2.959410235,1,0,1,1
2,1,8,7,0,0,0,0,0,0,0,0,0,0,23,5,3.031433133,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.734880069,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.605171085,1,0,1,0
1,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.99504539,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,1,0,0,23,5,2.526780083,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.57858214,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,3.863675378,1,0,1,0
1,0,8,7,0,0,0,1,0,0,0,0,0,0,23,5,2.634879413,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,3.017088168,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,3.505025117,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,3.002465081,1,0,1,1
3,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,2.882508624,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.531667508,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,1,1,0,23,5,2.858950746,1,0,1,0
3,1,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.762900056,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,2.454019455,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,1,1,0,23,5,2.924709627,1,0,1,0
2,0,8,7,0,0,0,0,0,0,0,0,1,0,23,5,2.37144061,1,0,1,0
3,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,4.065770045,1,0,1,1
2,1,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.506842442,1,0,1,0
2,0,8,7,0,0,0,0,0,1,0,0,0,0,23,5,2.834589786,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,1,1,0,23,5,2.802910436,1,0,1,1
2,0,8,7,0,0,0,0,0,1,0,1,0,0,23,5,3.187419165,1,0,1,1
1,0,8,7,0,0,0,0,0,0,0,1,0,0,23,5,2.954176939,1,0,1,1
2,0,8,7,0,0,0,0,0,0,0,0,0,0,23,5,2.913693459,1,0,1,0
